I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-88102,-38267,-236155,-113885,-56521,18536,NotSpoofed
-88101,-38266,-236154,-113884,-56520,18537,NotSpoofed
-88100,-38265,-236153,-113883,-56519,18538,NotSpoofed
-88099,-38264,-236152,-113882,-56518,18539,NotSpoofed
-88098,-38263,-236151,-113881,-56517,18540,NotSpoofed
-88097,-38262,-236150,-113880,-56516,18541,NotSpoofed
-88096,-38261,-236149,-113879,-56515,18542,NotSpoofed
-88095,-38260,-236148,-113878,-56514,18543,NotSpoofed
-88094,-38259,-236147,-113877,-56513,18544,NotSpoofed
-88093,-38258,-236146,-113876,-56512,18545,NotSpoofed
-88092,-38257,-236145,-113875,-56511,18546,NotSpoofed
-88091,-38256,-236144,-113874,-56510,18547,NotSpoofed
-88090,-38255,-236143,-113873,-56509,18548,NotSpoofed
-88089,-38254,-236142,-113872,-56508,18549,NotSpoofed
-88088,-38253,-236141,-113871,-56507,18550,NotSpoofed
-88087,-38252,-236140,-113870,-56506,18551,NotSpoofed
-88086,-38251,-236139,-113869,-56505,18552,NotSpoofed
-88085,-38250,-236138,-113868,-56504,18553,NotSpoofed
-88084,-38249,-236137,-113867,-56503,18554,NotSpoofed
-88083,-38248,-236136,-113866,-56502,18555,NotSpoofed
-88082,-38247,-236135,-113865,-56501,18556,NotSpoofed
-88081,-38246,-236134,-113864,-56500,18557,NotSpoofed
-88080,-38245,-236133,-113863,-56499,18558,NotSpoofed
-88079,-38244,-236132,-113862,-56498,18559,NotSpoofed
-88078,-38243,-236131,-113861,-56497,18560,NotSpoofed
-88077,-38242,-236130,-113860,-56496,18561,NotSpoofed
-88076,-38241,-236129,-113859,-56495,18562,NotSpoofed
-88075,-38240,-236128,-113858,-56494,18563,NotSpoofed
-88074,-38239,-236127,-113857,-56493,18564,NotSpoofed
-88073,-38238,-236126,-113856,-56492,18565,NotSpoofed
-88072,-38237,-236125,-113855,-56491,18566,NotSpoofed
-88071,-38236,-236124,-113854,-56490,18567,NotSpoofed
-88070,-38235,-236123,-113853,-56489,18568,NotSpoofed
-88069,-38234,-236122,-113852,-56488,18569,NotSpoofed
-88068,-38233,-236121,-113851,-56487,18570,NotSpoofed
-88067,-38232,-236120,-113850,-56486,18571,NotSpoofed
-88066,-38231,-236119,-113849,-56485,18572,NotSpoofed
-88065,-38230,-236118,-113848,-56484,18573,NotSpoofed
-88064,-38229,-236117,-113847,-56483,18574,NotSpoofed
-88063,-38228,-236116,-113846,-56482,18575,NotSpoofed
-88062,-38227,-236115,-113845,-56481,18576,NotSpoofed
-88061,-38226,-236114,-113844,-56480,18577,NotSpoofed
-88060,-38225,-236113,-113843,-56479,18578,NotSpoofed
-88059,-38224,-236112,-113842,-56478,18579,NotSpoofed
-88058,-38223,-236111,-113841,-56477,18580,NotSpoofed
-88057,-38222,-236110,-113840,-56476,18581,NotSpoofed
-88056,-38221,-236109,-113839,-56475,18582,NotSpoofed
-88055,-38220,-236108,-113838,-56474,18583,NotSpoofed
-88054,-38219,-236107,-113837,-56473,18584,NotSpoofed
-88053,-38218,-236106,-113836,-56472,18585,NotSpoofed
-88052,-38217,-236105,-113835,-56471,18586,NotSpoofed
-88051,-38216,-236104,-113834,-56470,18587,NotSpoofed
-88050,-38215,-236103,-113833,-56469,18588,NotSpoofed
-88049,-38214,-236102,-113832,-56468,18589,NotSpoofed
-88048,-38213,-236101,-113831,-56467,18590,NotSpoofed
-88047,-38212,-236100,-113830,-56466,18591,NotSpoofed
-88046,-38211,-236099,-113829,-56465,18592,NotSpoofed
-88045,-38210,-236098,-113828,-56464,18593,NotSpoofed
-88044,-38209,-236097,-113827,-56463,18594,NotSpoofed
-88043,-38208,-236096,-113826,-56462,18595,NotSpoofed
-88042,-38207,-236095,-113825,-56461,18596,NotSpoofed
-88041,-38206,-236094,-113824,-56460,18597,NotSpoofed
-88040,-38205,-236093,-113823,-56459,18598,NotSpoofed
-88039,-38204,-236092,-113822,-56458,18599,NotSpoofed
-88038,-38203,-236091,-113821,-56457,18600,NotSpoofed
-88037,-38202,-236090,-113820,-56456,18601,NotSpoofed
-88036,-38201,-236089,-113819,-56455,18602,NotSpoofed
-88035,-38200,-236088,-113818,-56454,18603,NotSpoofed
-88034,-38199,-236087,-113817,-56453,18604,NotSpoofed
-88033,-38198,-236086,-113816,-56452,18605,NotSpoofed
-88032,-38197,-236085,-113815,-56451,18606,NotSpoofed
-88031,-38196,-236084,-113814,-56450,18607,NotSpoofed
-88030,-38195,-236083,-113813,-56449,18608,NotSpoofed
-88029,-38194,-236082,-113812,-56448,18609,NotSpoofed
-88028,-38193,-236081,-113811,-56447,18610,NotSpoofed
-88027,-38192,-236080,-113810,-56446,18611,NotSpoofed
-88026,-38191,-236079,-113809,-56445,18612,NotSpoofed
-88025,-38190,-236078,-113808,-56444,18613,NotSpoofed
-88024,-38189,-236077,-113807,-56443,18614,NotSpoofed
-88023,-38188,-236076,-113806,-56442,18615,NotSpoofed
-88022,-38187,-236075,-113805,-56441,18616,NotSpoofed
-88021,-38186,-236074,-113804,-56440,18617,NotSpoofed
-88020,-38185,-236073,-113803,-56439,18618,NotSpoofed
-88019,-38184,-236072,-113802,-56438,18619,NotSpoofed
-88018,-38183,-236071,-113801,-56437,18620,NotSpoofed
-88017,-38182,-236070,-113800,-56436,18621,NotSpoofed
-88016,-38181,-236069,-113799,-56435,18622,NotSpoofed
-88015,-38180,-236068,-113798,-56434,18623,NotSpoofed
-88014,-38179,-236067,-113797,-56433,18624,NotSpoofed
-88013,-38178,-236066,-113796,-56432,18625,NotSpoofed
-88012,-38177,-236065,-113795,-56431,18626,NotSpoofed
-88011,-38176,-236064,-113794,-56430,18627,NotSpoofed
-88010,-38175,-236063,-113793,-56429,18628,NotSpoofed
-88009,-38174,-236062,-113792,-56428,18629,NotSpoofed
-88008,-38173,-236061,-113791,-56427,18630,NotSpoofed
-88007,-38172,-236060,-113790,-56426,18631,NotSpoofed
-88006,-38171,-236059,-113789,-56425,18632,NotSpoofed
-88005,-38170,-236058,-113788,-56424,18633,NotSpoofed
-88004,-38169,-236057,-113787,-56423,18634,NotSpoofed
-88003,-38168,-236056,-113786,-56422,18635,NotSpoofed
-88002,-38167,-236055,-113785,-56421,18636,NotSpoofed
-88001,-38166,-236054,-113784,-56420,18637,NotSpoofed
-88000,-38165,-236053,-113783,-56419,18638,NotSpoofed
-87999,-38164,-236052,-113782,-56418,18639,NotSpoofed
-87998,-38163,-236051,-113781,-56417,18640,NotSpoofed
-87997,-38162,-236050,-113780,-56416,18641,NotSpoofed
-87996,-38161,-236049,-113779,-56415,18642,NotSpoofed
-87995,-38160,-236048,-113778,-56414,18643,NotSpoofed
-87994,-38159,-236047,-113777,-56413,18644,NotSpoofed
-87993,-38158,-236046,-113776,-56412,18645,NotSpoofed
-87992,-38157,-236045,-113775,-56411,18646,NotSpoofed
-87991,-38156,-236044,-113774,-56410,18647,NotSpoofed
-87990,-38155,-236043,-113773,-56409,18648,NotSpoofed
-87989,-38154,-236042,-113772,-56408,18649,NotSpoofed
-87988,-38153,-236041,-113771,-56407,18650,NotSpoofed
-87987,-38152,-236040,-113770,-56406,18651,NotSpoofed
-87986,-38151,-236039,-113769,-56405,18652,NotSpoofed
-87985,-38150,-236038,-113768,-56404,18653,NotSpoofed
-87984,-38149,-236037,-113767,-56403,18654,NotSpoofed
-87983,-38148,-236036,-113766,-56402,18655,NotSpoofed
-87982,-38147,-236035,-113765,-56401,18656,NotSpoofed
-87981,-38146,-236034,-113764,-56400,18657,NotSpoofed
-87980,-38145,-236033,-113763,-56399,18658,NotSpoofed
-87979,-38144,-236032,-113762,-56398,18659,NotSpoofed
-87978,-38143,-236031,-113761,-56397,18660,NotSpoofed
-87977,-38142,-236030,-113760,-56396,18661,NotSpoofed
-87976,-38141,-236029,-113759,-56395,18662,NotSpoofed
-87975,-38140,-236028,-113758,-56394,18663,NotSpoofed
-87974,-38139,-236027,-113757,-56393,18664,NotSpoofed
-87973,-38138,-236026,-113756,-56392,18665,NotSpoofed
-87972,-38137,-236025,-113755,-56391,18666,NotSpoofed
-87971,-38136,-236024,-113754,-56390,18667,NotSpoofed
-87970,-38135,-236023,-113753,-56389,18668,NotSpoofed
-87969,-38134,-236022,-113752,-56388,18669,NotSpoofed
-87968,-38133,-236021,-113751,-56387,18670,NotSpoofed
-87967,-38132,-236020,-113750,-56386,18671,NotSpoofed
-87966,-38131,-236019,-113749,-56385,18672,NotSpoofed
-87965,-38130,-236018,-113748,-56384,18673,NotSpoofed
-87964,-38129,-236017,-113747,-56383,18674,NotSpoofed
-87963,-38128,-236016,-113746,-56382,18675,NotSpoofed
-87962,-38127,-236015,-113745,-56381,18676,NotSpoofed
-87961,-38126,-236014,-113744,-56380,18677,NotSpoofed
-87960,-38125,-236013,-113743,-56379,18678,NotSpoofed
-87959,-38124,-236012,-113742,-56378,18679,NotSpoofed
-87958,-38123,-236011,-113741,-56377,18680,NotSpoofed
-87957,-38122,-236010,-113740,-56376,18681,NotSpoofed
-87956,-38121,-236009,-113739,-56375,18682,NotSpoofed
-87955,-38120,-236008,-113738,-56374,18683,NotSpoofed
-87954,-38119,-236007,-113737,-56373,18684,NotSpoofed
-87953,-38118,-236006,-113736,-56372,18685,NotSpoofed
-87952,-38117,-236005,-113735,-56371,18686,NotSpoofed
-87951,-38116,-236004,-113734,-56370,18687,NotSpoofed
-87950,-38115,-236003,-113733,-56369,18688,NotSpoofed
-87949,-38114,-236002,-113732,-56368,18689,NotSpoofed
-87948,-38113,-236001,-113731,-56367,18690,NotSpoofed
-87947,-38112,-236000,-113730,-56366,18691,NotSpoofed
-87946,-38111,-235999,-113729,-56365,18692,NotSpoofed
-87945,-38110,-235998,-113728,-56364,18693,NotSpoofed
-87944,-38109,-235997,-113727,-56363,18694,NotSpoofed
-87943,-38108,-235996,-113726,-56362,18695,NotSpoofed
-87942,-38107,-235995,-113725,-56361,18696,NotSpoofed
-87941,-38106,-235994,-113724,-56360,18697,NotSpoofed
-87940,-38105,-235993,-113723,-56359,18698,NotSpoofed
-87939,-38104,-235992,-113722,-56358,18699,NotSpoofed
-87938,-38103,-235991,-113721,-56357,18700,NotSpoofed
-87937,-38102,-235990,-113720,-56356,18701,NotSpoofed
-87936,-38101,-235989,-113719,-56355,18702,NotSpoofed
-87935,-38100,-235988,-113718,-56354,18703,NotSpoofed
-87934,-38099,-235987,-113717,-56353,18704,NotSpoofed
-87933,-38098,-235986,-113716,-56352,18705,NotSpoofed
-87932,-38097,-235985,-113715,-56351,18706,NotSpoofed
-87931,-38096,-235984,-113714,-56350,18707,NotSpoofed
-87930,-38095,-235983,-113713,-56349,18708,NotSpoofed
-87929,-38094,-235982,-113712,-56348,18709,NotSpoofed
-87928,-38093,-235981,-113711,-56347,18710,NotSpoofed
-87927,-38092,-235980,-113710,-56346,18711,NotSpoofed
-87926,-38091,-235979,-113709,-56345,18712,NotSpoofed
-87925,-38090,-235978,-113708,-56344,18713,NotSpoofed
-87924,-38089,-235977,-113707,-56343,18714,NotSpoofed
-87923,-38088,-235976,-113706,-56342,18715,NotSpoofed
-87922,-38087,-235975,-113705,-56341,18716,NotSpoofed
-87921,-38086,-235974,-113704,-56340,18717,NotSpoofed
-87920,-38085,-235973,-113703,-56339,18718,NotSpoofed
-87919,-38084,-235972,-113702,-56338,18719,NotSpoofed
-87918,-38083,-235971,-113701,-56337,18720,NotSpoofed
-87917,-38082,-235970,-113700,-56336,18721,NotSpoofed
-87916,-38081,-235969,-113699,-56335,18722,NotSpoofed
-87915,-38080,-235968,-113698,-56334,18723,NotSpoofed
-87914,-38079,-235967,-113697,-56333,18724,NotSpoofed
-87913,-38078,-235966,-113696,-56332,18725,NotSpoofed
-87912,-38077,-235965,-113695,-56331,18726,NotSpoofed
-87911,-38076,-235964,-113694,-56330,18727,NotSpoofed
-87910,-38075,-235963,-113693,-56329,18728,NotSpoofed
-87909,-38074,-235962,-113692,-56328,18729,NotSpoofed
-87908,-38073,-235961,-113691,-56327,18730,NotSpoofed
-87907,-38072,-235960,-113690,-56326,18731,NotSpoofed
-87906,-38071,-235959,-113689,-56325,18732,NotSpoofed
-87905,-38070,-235958,-113688,-56324,18733,NotSpoofed
-87904,-38069,-235957,-113687,-56323,18734,NotSpoofed
-87903,-38068,-235956,-113686,-56322,18735,NotSpoofed
-87902,-38067,-235955,-113685,-56321,18736,NotSpoofed
-87901,-38066,-235954,-113684,-56320,18737,NotSpoofed
-87900,-38065,-235953,-113683,-56319,18738,NotSpoofed
-87899,-38064,-235952,-113682,-56318,18739,NotSpoofed
-87898,-38063,-235951,-113681,-56317,18740,NotSpoofed
-87897,-38062,-235950,-113680,-56316,18741,NotSpoofed
-87896,-38061,-235949,-113679,-56315,18742,NotSpoofed
-87895,-38060,-235948,-113678,-56314,18743,NotSpoofed
-87894,-38059,-235947,-113677,-56313,18744,NotSpoofed
-87893,-38058,-235946,-113676,-56312,18745,NotSpoofed
-87892,-38057,-235945,-113675,-56311,18746,NotSpoofed
-87891,-38056,-235944,-113674,-56310,18747,NotSpoofed
-87890,-38055,-235943,-113673,-56309,18748,NotSpoofed
-87889,-38054,-235942,-113672,-56308,18749,NotSpoofed
-87888,-38053,-235941,-113671,-56307,18750,NotSpoofed
-87887,-38052,-235940,-113670,-56306,18751,NotSpoofed
-87886,-38051,-235939,-113669,-56305,18752,NotSpoofed
-87885,-38050,-235938,-113668,-56304,18753,NotSpoofed
-87884,-38049,-235937,-113667,-56303,18754,NotSpoofed
-87883,-38048,-235936,-113666,-56302,18755,NotSpoofed
-87882,-38047,-235935,-113665,-56301,18756,NotSpoofed
-87881,-38046,-235934,-113664,-56300,18757,NotSpoofed
-87880,-38045,-235933,-113663,-56299,18758,NotSpoofed
-87879,-38044,-235932,-113662,-56298,18759,NotSpoofed
-87878,-38043,-235931,-113661,-56297,18760,NotSpoofed
-87877,-38042,-235930,-113660,-56296,18761,NotSpoofed
-87876,-38041,-235929,-113659,-56295,18762,NotSpoofed
-87875,-38040,-235928,-113658,-56294,18763,NotSpoofed
-87874,-38039,-235927,-113657,-56293,18764,NotSpoofed
-87873,-38038,-235926,-113656,-56292,18765,NotSpoofed
-87872,-38037,-235925,-113655,-56291,18766,NotSpoofed
-87871,-38036,-235924,-113654,-56290,18767,NotSpoofed
-87870,-38035,-235923,-113653,-56289,18768,NotSpoofed
-87869,-38034,-235922,-113652,-56288,18769,NotSpoofed
-87868,-38033,-235921,-113651,-56287,18770,NotSpoofed
-87867,-38032,-235920,-113650,-56286,18771,NotSpoofed
-87866,-38031,-235919,-113649,-56285,18772,NotSpoofed
-87865,-38030,-235918,-113648,-56284,18773,NotSpoofed
-87864,-38029,-235917,-113647,-56283,18774,NotSpoofed
-87863,-38028,-235916,-113646,-56282,18775,NotSpoofed
-87862,-38027,-235915,-113645,-56281,18776,NotSpoofed
-87861,-38026,-235914,-113644,-56280,18777,NotSpoofed
-87860,-38025,-235913,-113643,-56279,18778,NotSpoofed
-87859,-38024,-235912,-113642,-56278,18779,NotSpoofed
-87858,-38023,-235911,-113641,-56277,18780,NotSpoofed
-87857,-38022,-235910,-113640,-56276,18781,NotSpoofed
-87856,-38021,-235909,-113639,-56275,18782,NotSpoofed
-87855,-38020,-235908,-113638,-56274,18783,NotSpoofed
-87854,-38019,-235907,-113637,-56273,18784,NotSpoofed
-87853,-38018,-235906,-113636,-56272,18785,NotSpoofed
-87852,-38017,-235905,-113635,-56271,18786,NotSpoofed
-87851,-38016,-235904,-113634,-56270,18787,NotSpoofed
-87850,-38015,-235903,-113633,-56269,18788,NotSpoofed
-87849,-38014,-235902,-113632,-56268,18789,NotSpoofed
-87848,-38013,-235901,-113631,-56267,18790,NotSpoofed
-87847,-38012,-235900,-113630,-56266,18791,NotSpoofed
-87846,-38011,-235899,-113629,-56265,18792,NotSpoofed
-87845,-38010,-235898,-113628,-56264,18793,NotSpoofed
-87844,-38009,-235897,-113627,-56263,18794,NotSpoofed
-87843,-38008,-235896,-113626,-56262,18795,NotSpoofed
-87842,-38007,-235895,-113625,-56261,18796,NotSpoofed
-87841,-38006,-235894,-113624,-56260,18797,NotSpoofed
-87840,-38005,-235893,-113623,-56259,18798,NotSpoofed
-87839,-38004,-235892,-113622,-56258,18799,NotSpoofed
-87838,-38003,-235891,-113621,-56257,18800,NotSpoofed
-87837,-38002,-235890,-113620,-56256,18801,NotSpoofed
-87836,-38001,-235889,-113619,-56255,18802,NotSpoofed
-87835,-38000,-235888,-113618,-56254,18803,NotSpoofed
-87834,-37999,-235887,-113617,-56253,18804,NotSpoofed
-87833,-37998,-235886,-113616,-56252,18805,NotSpoofed
-87832,-37997,-235885,-113615,-56251,18806,NotSpoofed
-87831,-37996,-235884,-113614,-56250,18807,NotSpoofed
-87830,-37995,-235883,-113613,-56249,18808,NotSpoofed
-87829,-37994,-235882,-113612,-56248,18809,NotSpoofed
-87828,-37993,-235881,-113611,-56247,18810,NotSpoofed
-87827,-37992,-235880,-113610,-56246,18811,NotSpoofed
-87826,-37991,-235879,-113609,-56245,18812,NotSpoofed
-87825,-37990,-235878,-113608,-56244,18813,NotSpoofed
-87824,-37989,-235877,-113607,-56243,18814,NotSpoofed
-87823,-37988,-235876,-113606,-56242,18815,NotSpoofed
-87822,-37987,-235875,-113605,-56241,18816,NotSpoofed
-87821,-37986,-235874,-113604,-56240,18817,NotSpoofed
-87820,-37985,-235873,-113603,-56239,18818,NotSpoofed
-87819,-37984,-235872,-113602,-56238,18819,NotSpoofed
-87818,-37983,-235871,-113601,-56237,18820,NotSpoofed
-87817,-37982,-235870,-113600,-56236,18821,NotSpoofed
-87816,-37981,-235869,-113599,-56235,18822,NotSpoofed
-87815,-37980,-235868,-113598,-56234,18823,NotSpoofed
-87814,-37979,-235867,-113597,-56233,18824,NotSpoofed
-87813,-37978,-235866,-113596,-56232,18825,NotSpoofed
-87812,-37977,-235865,-113595,-56231,18826,NotSpoofed
-87811,-37976,-235864,-113594,-56230,18827,NotSpoofed
-87810,-37975,-235863,-113593,-56229,18828,NotSpoofed
-87809,-37974,-235862,-113592,-56228,18829,NotSpoofed
-87808,-37973,-235861,-113591,-56227,18830,NotSpoofed
-87807,-37972,-235860,-113590,-56226,18831,NotSpoofed
-87806,-37971,-235859,-113589,-56225,18832,NotSpoofed
-87805,-37970,-235858,-113588,-56224,18833,NotSpoofed
-87804,-37969,-235857,-113587,-56223,18834,NotSpoofed
-87803,-37968,-235856,-113586,-56222,18835,NotSpoofed
-87802,-37967,-235855,-113585,-56221,18836,NotSpoofed
-87801,-37966,-235854,-113584,-56220,18837,NotSpoofed
-87800,-37965,-235853,-113583,-56219,18838,NotSpoofed
-87799,-37964,-235852,-113582,-56218,18839,NotSpoofed
-87798,-37963,-235851,-113581,-56217,18840,NotSpoofed
-87797,-37962,-235850,-113580,-56216,18841,NotSpoofed
-87796,-37961,-235849,-113579,-56215,18842,NotSpoofed
-87795,-37960,-235848,-113578,-56214,18843,NotSpoofed
-87794,-37959,-235847,-113577,-56213,18844,NotSpoofed
-87793,-37958,-235846,-113576,-56212,18845,NotSpoofed
-87792,-37957,-235845,-113575,-56211,18846,NotSpoofed
-87791,-37956,-235844,-113574,-56210,18847,NotSpoofed
-87790,-37955,-235843,-113573,-56209,18848,NotSpoofed
-87789,-37954,-235842,-113572,-56208,18849,NotSpoofed
-87788,-37953,-235841,-113571,-56207,18850,NotSpoofed
-87787,-37952,-235840,-113570,-56206,18851,NotSpoofed
-87786,-37951,-235839,-113569,-56205,18852,NotSpoofed
-87785,-37950,-235838,-113568,-56204,18853,NotSpoofed
-87784,-37949,-235837,-113567,-56203,18854,NotSpoofed
-87783,-37948,-235836,-113566,-56202,18855,NotSpoofed
-87782,-37947,-235835,-113565,-56201,18856,NotSpoofed
-87781,-37946,-235834,-113564,-56200,18857,NotSpoofed
-87780,-37945,-235833,-113563,-56199,18858,NotSpoofed
-87779,-37944,-235832,-113562,-56198,18859,NotSpoofed
-87778,-37943,-235831,-113561,-56197,18860,NotSpoofed
-87777,-37942,-235830,-113560,-56196,18861,NotSpoofed
-87776,-37941,-235829,-113559,-56195,18862,NotSpoofed
-87775,-37940,-235828,-113558,-56194,18863,NotSpoofed
-87774,-37939,-235827,-113557,-56193,18864,NotSpoofed
-87773,-37938,-235826,-113556,-56192,18865,NotSpoofed
-87772,-37937,-235825,-113555,-56191,18866,NotSpoofed
-87771,-37936,-235824,-113554,-56190,18867,NotSpoofed
-87770,-37935,-235823,-113553,-56189,18868,NotSpoofed
-87769,-37934,-235822,-113552,-56188,18869,NotSpoofed
-87768,-37933,-235821,-113551,-56187,18870,NotSpoofed
-87767,-37932,-235820,-113550,-56186,18871,NotSpoofed
-87766,-37931,-235819,-113549,-56185,18872,NotSpoofed
-87765,-37930,-235818,-113548,-56184,18873,NotSpoofed
-87764,-37929,-235817,-113547,-56183,18874,NotSpoofed
-87763,-37928,-235816,-113546,-56182,18875,NotSpoofed
-87762,-37927,-235815,-113545,-56181,18876,NotSpoofed
-87761,-37926,-235814,-113544,-56180,18877,NotSpoofed
-87760,-37925,-235813,-113543,-56179,18878,NotSpoofed
-87759,-37924,-235812,-113542,-56178,18879,NotSpoofed
-87758,-37923,-235811,-113541,-56177,18880,NotSpoofed
-87757,-37922,-235810,-113540,-56176,18881,NotSpoofed
-87756,-37921,-235809,-113539,-56175,18882,NotSpoofed
-87755,-37920,-235808,-113538,-56174,18883,NotSpoofed
-87754,-37919,-235807,-113537,-56173,18884,NotSpoofed
-87753,-37918,-235806,-113536,-56172,18885,NotSpoofed
-87752,-37917,-235805,-113535,-56171,18886,NotSpoofed
-87751,-37916,-235804,-113534,-56170,18887,NotSpoofed
-87750,-37915,-235803,-113533,-56169,18888,NotSpoofed
-87749,-37914,-235802,-113532,-56168,18889,NotSpoofed
-87748,-37913,-235801,-113531,-56167,18890,NotSpoofed
-87747,-37912,-235800,-113530,-56166,18891,NotSpoofed
-87746,-37911,-235799,-113529,-56165,18892,NotSpoofed
-87745,-37910,-235798,-113528,-56164,18893,NotSpoofed
-87744,-37909,-235797,-113527,-56163,18894,NotSpoofed
-87743,-37908,-235796,-113526,-56162,18895,NotSpoofed
-87742,-37907,-235795,-113525,-56161,18896,NotSpoofed
-87741,-37906,-235794,-113524,-56160,18897,NotSpoofed
-87740,-37905,-235793,-113523,-56159,18898,NotSpoofed
-87739,-37904,-235792,-113522,-56158,18899,NotSpoofed
-87738,-37903,-235791,-113521,-56157,18900,NotSpoofed
-87737,-37902,-235790,-113520,-56156,18901,NotSpoofed
-87736,-37901,-235789,-113519,-56155,18902,NotSpoofed
-87735,-37900,-235788,-113518,-56154,18903,NotSpoofed
-87734,-37899,-235787,-113517,-56153,18904,NotSpoofed
-87733,-37898,-235786,-113516,-56152,18905,NotSpoofed
-87732,-37897,-235785,-113515,-56151,18906,NotSpoofed
-87731,-37896,-235784,-113514,-56150,18907,NotSpoofed
-87730,-37895,-235783,-113513,-56149,18908,NotSpoofed
-87729,-37894,-235782,-113512,-56148,18909,NotSpoofed
-87728,-37893,-235781,-113511,-56147,18910,NotSpoofed
-87727,-37892,-235780,-113510,-56146,18911,NotSpoofed
-87726,-37891,-235779,-113509,-56145,18912,NotSpoofed
-87725,-37890,-235778,-113508,-56144,18913,NotSpoofed
-87724,-37889,-235777,-113507,-56143,18914,NotSpoofed
-87723,-37888,-235776,-113506,-56142,18915,NotSpoofed
-87722,-37887,-235775,-113505,-56141,18916,NotSpoofed
-87721,-37886,-235774,-113504,-56140,18917,NotSpoofed
-87720,-37885,-235773,-113503,-56139,18918,NotSpoofed
-87719,-37884,-235772,-113502,-56138,18919,NotSpoofed
-87718,-37883,-235771,-113501,-56137,18920,NotSpoofed
-87717,-37882,-235770,-113500,-56136,18921,NotSpoofed
-87716,-37881,-235769,-113499,-56135,18922,NotSpoofed
-87715,-37880,-235768,-113498,-56134,18923,NotSpoofed
-87714,-37879,-235767,-113497,-56133,18924,NotSpoofed
-87713,-37878,-235766,-113496,-56132,18925,NotSpoofed
-87712,-37877,-235765,-113495,-56131,18926,NotSpoofed
-87711,-37876,-235764,-113494,-56130,18927,NotSpoofed
-87710,-37875,-235763,-113493,-56129,18928,NotSpoofed
-87709,-37874,-235762,-113492,-56128,18929,NotSpoofed
-87708,-37873,-235761,-113491,-56127,18930,NotSpoofed
-87707,-37872,-235760,-113490,-56126,18931,NotSpoofed
-87706,-37871,-235759,-113489,-56125,18932,NotSpoofed
-87705,-37870,-235758,-113488,-56124,18933,NotSpoofed
-87704,-37869,-235757,-113487,-56123,18934,NotSpoofed
-87703,-37868,-235756,-113486,-56122,18935,NotSpoofed
-87702,-37867,-235755,-113485,-56121,18936,NotSpoofed
-87701,-37866,-235754,-113484,-56120,18937,NotSpoofed
-87700,-37865,-235753,-113483,-56119,18938,NotSpoofed
-87699,-37864,-235752,-113482,-56118,18939,NotSpoofed
-87698,-37863,-235751,-113481,-56117,18940,NotSpoofed
-87697,-37862,-235750,-113480,-56116,18941,NotSpoofed
-87696,-37861,-235749,-113479,-56115,18942,NotSpoofed
-87695,-37860,-235748,-113478,-56114,18943,NotSpoofed
-87694,-37859,-235747,-113477,-56113,18944,NotSpoofed
-87693,-37858,-235746,-113476,-56112,18945,NotSpoofed
-87692,-37857,-235745,-113475,-56111,18946,NotSpoofed
-87691,-37856,-235744,-113474,-56110,18947,NotSpoofed
-87690,-37855,-235743,-113473,-56109,18948,NotSpoofed
-87689,-37854,-235742,-113472,-56108,18949,NotSpoofed
-87688,-37853,-235741,-113471,-56107,18950,NotSpoofed
-87687,-37852,-235740,-113470,-56106,18951,NotSpoofed
-87686,-37851,-235739,-113469,-56105,18952,NotSpoofed
-87685,-37850,-235738,-113468,-56104,18953,NotSpoofed
-87684,-37849,-235737,-113467,-56103,18954,NotSpoofed
-87683,-37848,-235736,-113466,-56102,18955,NotSpoofed
-87682,-37847,-235735,-113465,-56101,18956,NotSpoofed
-87681,-37846,-235734,-113464,-56100,18957,NotSpoofed
-87680,-37845,-235733,-113463,-56099,18958,NotSpoofed
-87679,-37844,-235732,-113462,-56098,18959,NotSpoofed
-87678,-37843,-235731,-113461,-56097,18960,NotSpoofed
-87677,-37842,-235730,-113460,-56096,18961,NotSpoofed
-87676,-37841,-235729,-113459,-56095,18962,NotSpoofed
-87675,-37840,-235728,-113458,-56094,18963,NotSpoofed
-87674,-37839,-235727,-113457,-56093,18964,NotSpoofed
-87673,-37838,-235726,-113456,-56092,18965,NotSpoofed
-87672,-37837,-235725,-113455,-56091,18966,NotSpoofed
-87671,-37836,-235724,-113454,-56090,18967,NotSpoofed
-87670,-37835,-235723,-113453,-56089,18968,NotSpoofed
-87669,-37834,-235722,-113452,-56088,18969,NotSpoofed
-87668,-37833,-235721,-113451,-56087,18970,NotSpoofed
-87667,-37832,-235720,-113450,-56086,18971,NotSpoofed
-87666,-37831,-235719,-113449,-56085,18972,NotSpoofed
-87665,-37830,-235718,-113448,-56084,18973,NotSpoofed
-87664,-37829,-235717,-113447,-56083,18974,NotSpoofed
-87663,-37828,-235716,-113446,-56082,18975,NotSpoofed
-87662,-37827,-235715,-113445,-56081,18976,NotSpoofed
-87661,-37826,-235714,-113444,-56080,18977,NotSpoofed
-87660,-37825,-235713,-113443,-56079,18978,NotSpoofed
-87659,-37824,-235712,-113442,-56078,18979,NotSpoofed
-87658,-37823,-235711,-113441,-56077,18980,NotSpoofed
-87657,-37822,-235710,-113440,-56076,18981,NotSpoofed
-87656,-37821,-235709,-113439,-56075,18982,NotSpoofed
-87655,-37820,-235708,-113438,-56074,18983,NotSpoofed
-87654,-37819,-235707,-113437,-56073,18984,NotSpoofed
-87653,-37818,-235706,-113436,-56072,18985,NotSpoofed
