I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
89647,49974,151037,92912,-58313,-72563,Spoofed
89648,49975,151038,92913,-58312,-72562,Spoofed
89649,49976,151039,92914,-58311,-72561,Spoofed
89650,49977,151040,92915,-58310,-72560,Spoofed
89651,49978,151041,92916,-58309,-72559,Spoofed
89652,49979,151042,92917,-58308,-72558,Spoofed
89653,49980,151043,92918,-58307,-72557,Spoofed
89654,49981,151044,92919,-58306,-72556,Spoofed
89655,49982,151045,92920,-58305,-72555,Spoofed
89656,49983,151046,92921,-58304,-72554,Spoofed
89657,49984,151047,92922,-58303,-72553,Spoofed
89658,49985,151048,92923,-58302,-72552,Spoofed
89659,49986,151049,92924,-58301,-72551,Spoofed
89660,49987,151050,92925,-58300,-72550,Spoofed
89661,49988,151051,92926,-58299,-72549,Spoofed
89662,49989,151052,92927,-58298,-72548,Spoofed
89663,49990,151053,92928,-58297,-72547,Spoofed
89664,49991,151054,92929,-58296,-72546,Spoofed
89665,49992,151055,92930,-58295,-72545,Spoofed
89666,49993,151056,92931,-58294,-72544,Spoofed
89667,49994,151057,92932,-58293,-72543,Spoofed
89668,49995,151058,92933,-58292,-72542,Spoofed
89669,49996,151059,92934,-58291,-72541,Spoofed
89670,49997,151060,92935,-58290,-72540,Spoofed
89671,49998,151061,92936,-58289,-72539,Spoofed
89672,49999,151062,92937,-58288,-72538,Spoofed
89673,50000,151063,92938,-58287,-72537,Spoofed
89674,50001,151064,92939,-58286,-72536,Spoofed
89675,50002,151065,92940,-58285,-72535,Spoofed
89676,50003,151066,92941,-58284,-72534,Spoofed
89677,50004,151067,92942,-58283,-72533,Spoofed
89678,50005,151068,92943,-58282,-72532,Spoofed
89679,50006,151069,92944,-58281,-72531,Spoofed
89680,50007,151070,92945,-58280,-72530,Spoofed
89681,50008,151071,92946,-58279,-72529,Spoofed
89682,50009,151072,92947,-58278,-72528,Spoofed
89683,50010,151073,92948,-58277,-72527,Spoofed
89684,50011,151074,92949,-58276,-72526,Spoofed
89685,50012,151075,92950,-58275,-72525,Spoofed
89686,50013,151076,92951,-58274,-72524,Spoofed
89687,50014,151077,92952,-58273,-72523,Spoofed
89688,50015,151078,92953,-58272,-72522,Spoofed
89689,50016,151079,92954,-58271,-72521,Spoofed
89690,50017,151080,92955,-58270,-72520,Spoofed
89691,50018,151081,92956,-58269,-72519,Spoofed
89692,50019,151082,92957,-58268,-72518,Spoofed
89693,50020,151083,92958,-58267,-72517,Spoofed
89694,50021,151084,92959,-58266,-72516,Spoofed
89695,50022,151085,92960,-58265,-72515,Spoofed
89696,50023,151086,92961,-58264,-72514,Spoofed
89697,50024,151087,92962,-58263,-72513,Spoofed
89698,50025,151088,92963,-58262,-72512,Spoofed
89699,50026,151089,92964,-58261,-72511,Spoofed
89700,50027,151090,92965,-58260,-72510,Spoofed
89701,50028,151091,92966,-58259,-72509,Spoofed
89702,50029,151092,92967,-58258,-72508,Spoofed
89703,50030,151093,92968,-58257,-72507,Spoofed
89704,50031,151094,92969,-58256,-72506,Spoofed
89705,50032,151095,92970,-58255,-72505,Spoofed
89706,50033,151096,92971,-58254,-72504,Spoofed
89707,50034,151097,92972,-58253,-72503,Spoofed
89708,50035,151098,92973,-58252,-72502,Spoofed
89709,50036,151099,92974,-58251,-72501,Spoofed
89710,50037,151100,92975,-58250,-72500,Spoofed
89711,50038,151101,92976,-58249,-72499,Spoofed
89712,50039,151102,92977,-58248,-72498,Spoofed
89713,50040,151103,92978,-58247,-72497,Spoofed
89714,50041,151104,92979,-58246,-72496,Spoofed
89715,50042,151105,92980,-58245,-72495,Spoofed
89716,50043,151106,92981,-58244,-72494,Spoofed
89717,50044,151107,92982,-58243,-72493,Spoofed
89718,50045,151108,92983,-58242,-72492,Spoofed
89719,50046,151109,92984,-58241,-72491,Spoofed
89720,50047,151110,92985,-58240,-72490,Spoofed
89721,50048,151111,92986,-58239,-72489,Spoofed
89722,50049,151112,92987,-58238,-72488,Spoofed
89723,50050,151113,92988,-58237,-72487,Spoofed
89724,50051,151114,92989,-58236,-72486,Spoofed
89725,50052,151115,92990,-58235,-72485,Spoofed
89726,50053,151116,92991,-58234,-72484,Spoofed
89727,50054,151117,92992,-58233,-72483,Spoofed
89728,50055,151118,92993,-58232,-72482,Spoofed
89729,50056,151119,92994,-58231,-72481,Spoofed
89730,50057,151120,92995,-58230,-72480,Spoofed
89731,50058,151121,92996,-58229,-72479,Spoofed
89732,50059,151122,92997,-58228,-72478,Spoofed
89733,50060,151123,92998,-58227,-72477,Spoofed
89734,50061,151124,92999,-58226,-72476,Spoofed
89735,50062,151125,93000,-58225,-72475,Spoofed
89736,50063,151126,93001,-58224,-72474,Spoofed
89737,50064,151127,93002,-58223,-72473,Spoofed
89738,50065,151128,93003,-58222,-72472,Spoofed
89739,50066,151129,93004,-58221,-72471,Spoofed
89740,50067,151130,93005,-58220,-72470,Spoofed
89741,50068,151131,93006,-58219,-72469,Spoofed
89742,50069,151132,93007,-58218,-72468,Spoofed
89743,50070,151133,93008,-58217,-72467,Spoofed
89744,50071,151134,93009,-58216,-72466,Spoofed
89745,50072,151135,93010,-58215,-72465,Spoofed
89746,50073,151136,93011,-58214,-72464,Spoofed
89747,50074,151137,93012,-58213,-72463,Spoofed
89748,50075,151138,93013,-58212,-72462,Spoofed
89749,50076,151139,93014,-58211,-72461,Spoofed
89750,50077,151140,93015,-58210,-72460,Spoofed
89751,50078,151141,93016,-58209,-72459,Spoofed
89752,50079,151142,93017,-58208,-72458,Spoofed
89753,50080,151143,93018,-58207,-72457,Spoofed
89754,50081,151144,93019,-58206,-72456,Spoofed
89755,50082,151145,93020,-58205,-72455,Spoofed
89756,50083,151146,93021,-58204,-72454,Spoofed
89757,50084,151147,93022,-58203,-72453,Spoofed
89758,50085,151148,93023,-58202,-72452,Spoofed
89759,50086,151149,93024,-58201,-72451,Spoofed
89760,50087,151150,93025,-58200,-72450,Spoofed
89761,50088,151151,93026,-58199,-72449,Spoofed
89762,50089,151152,93027,-58198,-72448,Spoofed
89763,50090,151153,93028,-58197,-72447,Spoofed
89764,50091,151154,93029,-58196,-72446,Spoofed
89765,50092,151155,93030,-58195,-72445,Spoofed
89766,50093,151156,93031,-58194,-72444,Spoofed
89767,50094,151157,93032,-58193,-72443,Spoofed
89768,50095,151158,93033,-58192,-72442,Spoofed
89769,50096,151159,93034,-58191,-72441,Spoofed
89770,50097,151160,93035,-58190,-72440,Spoofed
89771,50098,151161,93036,-58189,-72439,Spoofed
89772,50099,151162,93037,-58188,-72438,Spoofed
89773,50100,151163,93038,-58187,-72437,Spoofed
89774,50101,151164,93039,-58186,-72436,Spoofed
89775,50102,151165,93040,-58185,-72435,Spoofed
89776,50103,151166,93041,-58184,-72434,Spoofed
89777,50104,151167,93042,-58183,-72433,Spoofed
89778,50105,151168,93043,-58182,-72432,Spoofed
89779,50106,151169,93044,-58181,-72431,Spoofed
89780,50107,151170,93045,-58180,-72430,Spoofed
89781,50108,151171,93046,-58179,-72429,Spoofed
89782,50109,151172,93047,-58178,-72428,Spoofed
89783,50110,151173,93048,-58177,-72427,Spoofed
89784,50111,151174,93049,-58176,-72426,Spoofed
89785,50112,151175,93050,-58175,-72425,Spoofed
89786,50113,151176,93051,-58174,-72424,Spoofed
89787,50114,151177,93052,-58173,-72423,Spoofed
89788,50115,151178,93053,-58172,-72422,Spoofed
89789,50116,151179,93054,-58171,-72421,Spoofed
89790,50117,151180,93055,-58170,-72420,Spoofed
89791,50118,151181,93056,-58169,-72419,Spoofed
89792,50119,151182,93057,-58168,-72418,Spoofed
89793,50120,151183,93058,-58167,-72417,Spoofed
89794,50121,151184,93059,-58166,-72416,Spoofed
89795,50122,151185,93060,-58165,-72415,Spoofed
89796,50123,151186,93061,-58164,-72414,Spoofed
89797,50124,151187,93062,-58163,-72413,Spoofed
89798,50125,151188,93063,-58162,-72412,Spoofed
89799,50126,151189,93064,-58161,-72411,Spoofed
89800,50127,151190,93065,-58160,-72410,Spoofed
89801,50128,151191,93066,-58159,-72409,Spoofed
89802,50129,151192,93067,-58158,-72408,Spoofed
89803,50130,151193,93068,-58157,-72407,Spoofed
89804,50131,151194,93069,-58156,-72406,Spoofed
89805,50132,151195,93070,-58155,-72405,Spoofed
89806,50133,151196,93071,-58154,-72404,Spoofed
89807,50134,151197,93072,-58153,-72403,Spoofed
89808,50135,151198,93073,-58152,-72402,Spoofed
89809,50136,151199,93074,-58151,-72401,Spoofed
89810,50137,151200,93075,-58150,-72400,Spoofed
89811,50138,151201,93076,-58149,-72399,Spoofed
89812,50139,151202,93077,-58148,-72398,Spoofed
89813,50140,151203,93078,-58147,-72397,Spoofed
89814,50141,151204,93079,-58146,-72396,Spoofed
89815,50142,151205,93080,-58145,-72395,Spoofed
89816,50143,151206,93081,-58144,-72394,Spoofed
89817,50144,151207,93082,-58143,-72393,Spoofed
89818,50145,151208,93083,-58142,-72392,Spoofed
89819,50146,151209,93084,-58141,-72391,Spoofed
89820,50147,151210,93085,-58140,-72390,Spoofed
89821,50148,151211,93086,-58139,-72389,Spoofed
89822,50149,151212,93087,-58138,-72388,Spoofed
89823,50150,151213,93088,-58137,-72387,Spoofed
89824,50151,151214,93089,-58136,-72386,Spoofed
89825,50152,151215,93090,-58135,-72385,Spoofed
89826,50153,151216,93091,-58134,-72384,Spoofed
89827,50154,151217,93092,-58133,-72383,Spoofed
89828,50155,151218,93093,-58132,-72382,Spoofed
89829,50156,151219,93094,-58131,-72381,Spoofed
89830,50157,151220,93095,-58130,-72380,Spoofed
89831,50158,151221,93096,-58129,-72379,Spoofed
89832,50159,151222,93097,-58128,-72378,Spoofed
89833,50160,151223,93098,-58127,-72377,Spoofed
89834,50161,151224,93099,-58126,-72376,Spoofed
89835,50162,151225,93100,-58125,-72375,Spoofed
89836,50163,151226,93101,-58124,-72374,Spoofed
89837,50164,151227,93102,-58123,-72373,Spoofed
89838,50165,151228,93103,-58122,-72372,Spoofed
89839,50166,151229,93104,-58121,-72371,Spoofed
89840,50167,151230,93105,-58120,-72370,Spoofed
89841,50168,151231,93106,-58119,-72369,Spoofed
89842,50169,151232,93107,-58118,-72368,Spoofed
89843,50170,151233,93108,-58117,-72367,Spoofed
89844,50171,151234,93109,-58116,-72366,Spoofed
89845,50172,151235,93110,-58115,-72365,Spoofed
89846,50173,151236,93111,-58114,-72364,Spoofed
89847,50174,151237,93112,-58113,-72363,Spoofed
89848,50175,151238,93113,-58112,-72362,Spoofed
89849,50176,151239,93114,-58111,-72361,Spoofed
89850,50177,151240,93115,-58110,-72360,Spoofed
89851,50178,151241,93116,-58109,-72359,Spoofed
89852,50179,151242,93117,-58108,-72358,Spoofed
89853,50180,151243,93118,-58107,-72357,Spoofed
89854,50181,151244,93119,-58106,-72356,Spoofed
89855,50182,151245,93120,-58105,-72355,Spoofed
89856,50183,151246,93121,-58104,-72354,Spoofed
89857,50184,151247,93122,-58103,-72353,Spoofed
89858,50185,151248,93123,-58102,-72352,Spoofed
89859,50186,151249,93124,-58101,-72351,Spoofed
89860,50187,151250,93125,-58100,-72350,Spoofed
89861,50188,151251,93126,-58099,-72349,Spoofed
89862,50189,151252,93127,-58098,-72348,Spoofed
89863,50190,151253,93128,-58097,-72347,Spoofed
89864,50191,151254,93129,-58096,-72346,Spoofed
89865,50192,151255,93130,-58095,-72345,Spoofed
89866,50193,151256,93131,-58094,-72344,Spoofed
89867,50194,151257,93132,-58093,-72343,Spoofed
89868,50195,151258,93133,-58092,-72342,Spoofed
89869,50196,151259,93134,-58091,-72341,Spoofed
89870,50197,151260,93135,-58090,-72340,Spoofed
89871,50198,151261,93136,-58089,-72339,Spoofed
89872,50199,151262,93137,-58088,-72338,Spoofed
89873,50200,151263,93138,-58087,-72337,Spoofed
89874,50201,151264,93139,-58086,-72336,Spoofed
89875,50202,151265,93140,-58085,-72335,Spoofed
89876,50203,151266,93141,-58084,-72334,Spoofed
89877,50204,151267,93142,-58083,-72333,Spoofed
89878,50205,151268,93143,-58082,-72332,Spoofed
89879,50206,151269,93144,-58081,-72331,Spoofed
89880,50207,151270,93145,-58080,-72330,Spoofed
89881,50208,151271,93146,-58079,-72329,Spoofed
89882,50209,151272,93147,-58078,-72328,Spoofed
89883,50210,151273,93148,-58077,-72327,Spoofed
89884,50211,151274,93149,-58076,-72326,Spoofed
89885,50212,151275,93150,-58075,-72325,Spoofed
89886,50213,151276,93151,-58074,-72324,Spoofed
89887,50214,151277,93152,-58073,-72323,Spoofed
89888,50215,151278,93153,-58072,-72322,Spoofed
89889,50216,151279,93154,-58071,-72321,Spoofed
89890,50217,151280,93155,-58070,-72320,Spoofed
89891,50218,151281,93156,-58069,-72319,Spoofed
89892,50219,151282,93157,-58068,-72318,Spoofed
89893,50220,151283,93158,-58067,-72317,Spoofed
89894,50221,151284,93159,-58066,-72316,Spoofed
89895,50222,151285,93160,-58065,-72315,Spoofed
89896,50223,151286,93161,-58064,-72314,Spoofed
89897,50224,151287,93162,-58063,-72313,Spoofed
89898,50225,151288,93163,-58062,-72312,Spoofed
89899,50226,151289,93164,-58061,-72311,Spoofed
89900,50227,151290,93165,-58060,-72310,Spoofed
89901,50228,151291,93166,-58059,-72309,Spoofed
89902,50229,151292,93167,-58058,-72308,Spoofed
89903,50230,151293,93168,-58057,-72307,Spoofed
89904,50231,151294,93169,-58056,-72306,Spoofed
89905,50232,151295,93170,-58055,-72305,Spoofed
89906,50233,151296,93171,-58054,-72304,Spoofed
89907,50234,151297,93172,-58053,-72303,Spoofed
89908,50235,151298,93173,-58052,-72302,Spoofed
89909,50236,151299,93174,-58051,-72301,Spoofed
89910,50237,151300,93175,-58050,-72300,Spoofed
89911,50238,151301,93176,-58049,-72299,Spoofed
89912,50239,151302,93177,-58048,-72298,Spoofed
89913,50240,151303,93178,-58047,-72297,Spoofed
89914,50241,151304,93179,-58046,-72296,Spoofed
89915,50242,151305,93180,-58045,-72295,Spoofed
89916,50243,151306,93181,-58044,-72294,Spoofed
89917,50244,151307,93182,-58043,-72293,Spoofed
89918,50245,151308,93183,-58042,-72292,Spoofed
89919,50246,151309,93184,-58041,-72291,Spoofed
89920,50247,151310,93185,-58040,-72290,Spoofed
89921,50248,151311,93186,-58039,-72289,Spoofed
89922,50249,151312,93187,-58038,-72288,Spoofed
89923,50250,151313,93188,-58037,-72287,Spoofed
89924,50251,151314,93189,-58036,-72286,Spoofed
89925,50252,151315,93190,-58035,-72285,Spoofed
89926,50253,151316,93191,-58034,-72284,Spoofed
89927,50254,151317,93192,-58033,-72283,Spoofed
89928,50255,151318,93193,-58032,-72282,Spoofed
89929,50256,151319,93194,-58031,-72281,Spoofed
89930,50257,151320,93195,-58030,-72280,Spoofed
89931,50258,151321,93196,-58029,-72279,Spoofed
89932,50259,151322,93197,-58028,-72278,Spoofed
89933,50260,151323,93198,-58027,-72277,Spoofed
89934,50261,151324,93199,-58026,-72276,Spoofed
89935,50262,151325,93200,-58025,-72275,Spoofed
89936,50263,151326,93201,-58024,-72274,Spoofed
89937,50264,151327,93202,-58023,-72273,Spoofed
89938,50265,151328,93203,-58022,-72272,Spoofed
89939,50266,151329,93204,-58021,-72271,Spoofed
89940,50267,151330,93205,-58020,-72270,Spoofed
89941,50268,151331,93206,-58019,-72269,Spoofed
89942,50269,151332,93207,-58018,-72268,Spoofed
89943,50270,151333,93208,-58017,-72267,Spoofed
89944,50271,151334,93209,-58016,-72266,Spoofed
89945,50272,151335,93210,-58015,-72265,Spoofed
89946,50273,151336,93211,-58014,-72264,Spoofed
89947,50274,151337,93212,-58013,-72263,Spoofed
89948,50275,151338,93213,-58012,-72262,Spoofed
89949,50276,151339,93214,-58011,-72261,Spoofed
89950,50277,151340,93215,-58010,-72260,Spoofed
89951,50278,151341,93216,-58009,-72259,Spoofed
89952,50279,151342,93217,-58008,-72258,Spoofed
89953,50280,151343,93218,-58007,-72257,Spoofed
89954,50281,151344,93219,-58006,-72256,Spoofed
89955,50282,151345,93220,-58005,-72255,Spoofed
89956,50283,151346,93221,-58004,-72254,Spoofed
89957,50284,151347,93222,-58003,-72253,Spoofed
89958,50285,151348,93223,-58002,-72252,Spoofed
89959,50286,151349,93224,-58001,-72251,Spoofed
89960,50287,151350,93225,-58000,-72250,Spoofed
89961,50288,151351,93226,-57999,-72249,Spoofed
89962,50289,151352,93227,-57998,-72248,Spoofed
89963,50290,151353,93228,-57997,-72247,Spoofed
89964,50291,151354,93229,-57996,-72246,Spoofed
89965,50292,151355,93230,-57995,-72245,Spoofed
89966,50293,151356,93231,-57994,-72244,Spoofed
89967,50294,151357,93232,-57993,-72243,Spoofed
89968,50295,151358,93233,-57992,-72242,Spoofed
89969,50296,151359,93234,-57991,-72241,Spoofed
89970,50297,151360,93235,-57990,-72240,Spoofed
89971,50298,151361,93236,-57989,-72239,Spoofed
89972,50299,151362,93237,-57988,-72238,Spoofed
89973,50300,151363,93238,-57987,-72237,Spoofed
89974,50301,151364,93239,-57986,-72236,Spoofed
89975,50302,151365,93240,-57985,-72235,Spoofed
89976,50303,151366,93241,-57984,-72234,Spoofed
89977,50304,151367,93242,-57983,-72233,Spoofed
89978,50305,151368,93243,-57982,-72232,Spoofed
89979,50306,151369,93244,-57981,-72231,Spoofed
89980,50307,151370,93245,-57980,-72230,Spoofed
89981,50308,151371,93246,-57979,-72229,Spoofed
89982,50309,151372,93247,-57978,-72228,Spoofed
89983,50310,151373,93248,-57977,-72227,Spoofed
89984,50311,151374,93249,-57976,-72226,Spoofed
89985,50312,151375,93250,-57975,-72225,Spoofed
89986,50313,151376,93251,-57974,-72224,Spoofed
89987,50314,151377,93252,-57973,-72223,Spoofed
89988,50315,151378,93253,-57972,-72222,Spoofed
89989,50316,151379,93254,-57971,-72221,Spoofed
89990,50317,151380,93255,-57970,-72220,Spoofed
89991,50318,151381,93256,-57969,-72219,Spoofed
89992,50319,151382,93257,-57968,-72218,Spoofed
89993,50320,151383,93258,-57967,-72217,Spoofed
89994,50321,151384,93259,-57966,-72216,Spoofed
89995,50322,151385,93260,-57965,-72215,Spoofed
89996,50323,151386,93261,-57964,-72214,Spoofed
89997,50324,151387,93262,-57963,-72213,Spoofed
89998,50325,151388,93263,-57962,-72212,Spoofed
89999,50326,151389,93264,-57961,-72211,Spoofed
90000,50327,151390,93265,-57960,-72210,Spoofed
90001,50328,151391,93266,-57959,-72209,Spoofed
90002,50329,151392,93267,-57958,-72208,Spoofed
90003,50330,151393,93268,-57957,-72207,Spoofed
90004,50331,151394,93269,-57956,-72206,Spoofed
90005,50332,151395,93270,-57955,-72205,Spoofed
90006,50333,151396,93271,-57954,-72204,Spoofed
90007,50334,151397,93272,-57953,-72203,Spoofed
90008,50335,151398,93273,-57952,-72202,Spoofed
90009,50336,151399,93274,-57951,-72201,Spoofed
90010,50337,151400,93275,-57950,-72200,Spoofed
90011,50338,151401,93276,-57949,-72199,Spoofed
90012,50339,151402,93277,-57948,-72198,Spoofed
90013,50340,151403,93278,-57947,-72197,Spoofed
90014,50341,151404,93279,-57946,-72196,Spoofed
90015,50342,151405,93280,-57945,-72195,Spoofed
90016,50343,151406,93281,-57944,-72194,Spoofed
90017,50344,151407,93282,-57943,-72193,Spoofed
90018,50345,151408,93283,-57942,-72192,Spoofed
90019,50346,151409,93284,-57941,-72191,Spoofed
90020,50347,151410,93285,-57940,-72190,Spoofed
90021,50348,151411,93286,-57939,-72189,Spoofed
90022,50349,151412,93287,-57938,-72188,Spoofed
90023,50350,151413,93288,-57937,-72187,Spoofed
90024,50351,151414,93289,-57936,-72186,Spoofed
90025,50352,151415,93290,-57935,-72185,Spoofed
90026,50353,151416,93291,-57934,-72184,Spoofed
90027,50354,151417,93292,-57933,-72183,Spoofed
90028,50355,151418,93293,-57932,-72182,Spoofed
90029,50356,151419,93294,-57931,-72181,Spoofed
90030,50357,151420,93295,-57930,-72180,Spoofed
90031,50358,151421,93296,-57929,-72179,Spoofed
90032,50359,151422,93297,-57928,-72178,Spoofed
90033,50360,151423,93298,-57927,-72177,Spoofed
90034,50361,151424,93299,-57926,-72176,Spoofed
90035,50362,151425,93300,-57925,-72175,Spoofed
90036,50363,151426,93301,-57924,-72174,Spoofed
90037,50364,151427,93302,-57923,-72173,Spoofed
90038,50365,151428,93303,-57922,-72172,Spoofed
90039,50366,151429,93304,-57921,-72171,Spoofed
90040,50367,151430,93305,-57920,-72170,Spoofed
90041,50368,151431,93306,-57919,-72169,Spoofed
90042,50369,151432,93307,-57918,-72168,Spoofed
90043,50370,151433,93308,-57917,-72167,Spoofed
90044,50371,151434,93309,-57916,-72166,Spoofed
90045,50372,151435,93310,-57915,-72165,Spoofed
90046,50373,151436,93311,-57914,-72164,Spoofed
90047,50374,151437,93312,-57913,-72163,Spoofed
90048,50375,151438,93313,-57912,-72162,Spoofed
90049,50376,151439,93314,-57911,-72161,Spoofed
90050,50377,151440,93315,-57910,-72160,Spoofed
90051,50378,151441,93316,-57909,-72159,Spoofed
90052,50379,151442,93317,-57908,-72158,Spoofed
90053,50380,151443,93318,-57907,-72157,Spoofed
90054,50381,151444,93319,-57906,-72156,Spoofed
90055,50382,151445,93320,-57905,-72155,Spoofed
90056,50383,151446,93321,-57904,-72154,Spoofed
90057,50384,151447,93322,-57903,-72153,Spoofed
90058,50385,151448,93323,-57902,-72152,Spoofed
90059,50386,151449,93324,-57901,-72151,Spoofed
90060,50387,151450,93325,-57900,-72150,Spoofed
90061,50388,151451,93326,-57899,-72149,Spoofed
90062,50389,151452,93327,-57898,-72148,Spoofed
90063,50390,151453,93328,-57897,-72147,Spoofed
90064,50391,151454,93329,-57896,-72146,Spoofed
90065,50392,151455,93330,-57895,-72145,Spoofed
90066,50393,151456,93331,-57894,-72144,Spoofed
90067,50394,151457,93332,-57893,-72143,Spoofed
90068,50395,151458,93333,-57892,-72142,Spoofed
90069,50396,151459,93334,-57891,-72141,Spoofed
90070,50397,151460,93335,-57890,-72140,Spoofed
90071,50398,151461,93336,-57889,-72139,Spoofed
90072,50399,151462,93337,-57888,-72138,Spoofed
90073,50400,151463,93338,-57887,-72137,Spoofed
90074,50401,151464,93339,-57886,-72136,Spoofed
90075,50402,151465,93340,-57885,-72135,Spoofed
90076,50403,151466,93341,-57884,-72134,Spoofed
90077,50404,151467,93342,-57883,-72133,Spoofed
90078,50405,151468,93343,-57882,-72132,Spoofed
90079,50406,151469,93344,-57881,-72131,Spoofed
90080,50407,151470,93345,-57880,-72130,Spoofed
90081,50408,151471,93346,-57879,-72129,Spoofed
90082,50409,151472,93347,-57878,-72128,Spoofed
90083,50410,151473,93348,-57877,-72127,Spoofed
90084,50411,151474,93349,-57876,-72126,Spoofed
90085,50412,151475,93350,-57875,-72125,Spoofed
90086,50413,151476,93351,-57874,-72124,Spoofed
90087,50414,151477,93352,-57873,-72123,Spoofed
90088,50415,151478,93353,-57872,-72122,Spoofed
90089,50416,151479,93354,-57871,-72121,Spoofed
90090,50417,151480,93355,-57870,-72120,Spoofed
90091,50418,151481,93356,-57869,-72119,Spoofed
90092,50419,151482,93357,-57868,-72118,Spoofed
90093,50420,151483,93358,-57867,-72117,Spoofed
90094,50421,151484,93359,-57866,-72116,Spoofed
90095,50422,151485,93360,-57865,-72115,Spoofed
90096,50423,151486,93361,-57864,-72114,Spoofed
90097,50424,151487,93362,-57863,-72113,Spoofed
90098,50425,151488,93363,-57862,-72112,Spoofed
90099,50426,151489,93364,-57861,-72111,Spoofed
90100,50427,151490,93365,-57860,-72110,Spoofed
90101,50428,151491,93366,-57859,-72109,Spoofed
90102,50429,151492,93367,-57858,-72108,Spoofed
90103,50430,151493,93368,-57857,-72107,Spoofed
90104,50431,151494,93369,-57856,-72106,Spoofed
90105,50432,151495,93370,-57855,-72105,Spoofed
90106,50433,151496,93371,-57854,-72104,Spoofed
90107,50434,151497,93372,-57853,-72103,Spoofed
90108,50435,151498,93373,-57852,-72102,Spoofed
90109,50436,151499,93374,-57851,-72101,Spoofed
90110,50437,151500,93375,-57850,-72100,Spoofed
90111,50438,151501,93376,-57849,-72099,Spoofed
90112,50439,151502,93377,-57848,-72098,Spoofed
90113,50440,151503,93378,-57847,-72097,Spoofed
90114,50441,151504,93379,-57846,-72096,Spoofed
90115,50442,151505,93380,-57845,-72095,Spoofed
90116,50443,151506,93381,-57844,-72094,Spoofed
90117,50444,151507,93382,-57843,-72093,Spoofed
90118,50445,151508,93383,-57842,-72092,Spoofed
90119,50446,151509,93384,-57841,-72091,Spoofed
90120,50447,151510,93385,-57840,-72090,Spoofed
90121,50448,151511,93386,-57839,-72089,Spoofed
90122,50449,151512,93387,-57838,-72088,Spoofed
90123,50450,151513,93388,-57837,-72087,Spoofed
90124,50451,151514,93389,-57836,-72086,Spoofed
90125,50452,151515,93390,-57835,-72085,Spoofed
90126,50453,151516,93391,-57834,-72084,Spoofed
90127,50454,151517,93392,-57833,-72083,Spoofed
90128,50455,151518,93393,-57832,-72082,Spoofed
90129,50456,151519,93394,-57831,-72081,Spoofed
90130,50457,151520,93395,-57830,-72080,Spoofed
90131,50458,151521,93396,-57829,-72079,Spoofed
90132,50459,151522,93397,-57828,-72078,Spoofed
90133,50460,151523,93398,-57827,-72077,Spoofed
90134,50461,151524,93399,-57826,-72076,Spoofed
90135,50462,151525,93400,-57825,-72075,Spoofed
90136,50463,151526,93401,-57824,-72074,Spoofed
90137,50464,151527,93402,-57823,-72073,Spoofed
90138,50465,151528,93403,-57822,-72072,Spoofed
90139,50466,151529,93404,-57821,-72071,Spoofed
90140,50467,151530,93405,-57820,-72070,Spoofed
90141,50468,151531,93406,-57819,-72069,Spoofed
90142,50469,151532,93407,-57818,-72068,Spoofed
90143,50470,151533,93408,-57817,-72067,Spoofed
90144,50471,151534,93409,-57816,-72066,Spoofed
90145,50472,151535,93410,-57815,-72065,Spoofed
90146,50473,151536,93411,-57814,-72064,Spoofed
90147,50474,151537,93412,-57813,-72063,Spoofed
90148,50475,151538,93413,-57812,-72062,Spoofed
90149,50476,151539,93414,-57811,-72061,Spoofed
90150,50477,151540,93415,-57810,-72060,Spoofed
90151,50478,151541,93416,-57809,-72059,Spoofed
90152,50479,151542,93417,-57808,-72058,Spoofed
90153,50480,151543,93418,-57807,-72057,Spoofed
90154,50481,151544,93419,-57806,-72056,Spoofed
90155,50482,151545,93420,-57805,-72055,Spoofed
90156,50483,151546,93421,-57804,-72054,Spoofed
90157,50484,151547,93422,-57803,-72053,Spoofed
90158,50485,151548,93423,-57802,-72052,Spoofed
90159,50486,151549,93424,-57801,-72051,Spoofed
90160,50487,151550,93425,-57800,-72050,Spoofed
90161,50488,151551,93426,-57799,-72049,Spoofed
90162,50489,151552,93427,-57798,-72048,Spoofed
90163,50490,151553,93428,-57797,-72047,Spoofed
90164,50491,151554,93429,-57796,-72046,Spoofed
90165,50492,151555,93430,-57795,-72045,Spoofed
90166,50493,151556,93431,-57794,-72044,Spoofed
90167,50494,151557,93432,-57793,-72043,Spoofed
90168,50495,151558,93433,-57792,-72042,Spoofed
90169,50496,151559,93434,-57791,-72041,Spoofed
90170,50497,151560,93435,-57790,-72040,Spoofed
90171,50498,151561,93436,-57789,-72039,Spoofed
90172,50499,151562,93437,-57788,-72038,Spoofed
90173,50500,151563,93438,-57787,-72037,Spoofed
90174,50501,151564,93439,-57786,-72036,Spoofed
90175,50502,151565,93440,-57785,-72035,Spoofed
90176,50503,151566,93441,-57784,-72034,Spoofed
90177,50504,151567,93442,-57783,-72033,Spoofed
90178,50505,151568,93443,-57782,-72032,Spoofed
90179,50506,151569,93444,-57781,-72031,Spoofed
90180,50507,151570,93445,-57780,-72030,Spoofed
90181,50508,151571,93446,-57779,-72029,Spoofed
90182,50509,151572,93447,-57778,-72028,Spoofed
90183,50510,151573,93448,-57777,-72027,Spoofed
