I_P  ,I_E,I_L  ,Q_E ,Q_P,Q_L  ,Labels
-11421,-62296,-263696,-106346,61385,36218,Spoofed
-11420,-62295,-263695,-106345,61386,36219,Spoofed
-11419,-62294,-263694,-106344,61387,36220,Spoofed
-11418,-62293,-263693,-106343,61388,36221,Spoofed
-11417,-62292,-263692,-106342,61389,36222,Spoofed
-11416,-62291,-263691,-106341,61390,36223,Spoofed
-11415,-62290,-263690,-106340,61391,36224,Spoofed
-11414,-62289,-263689,-106339,61392,36225,Spoofed
-11413,-62288,-263688,-106338,61393,36226,Spoofed
-11412,-62287,-263687,-106337,61394,36227,Spoofed
-11411,-62286,-263686,-106336,61395,36228,Spoofed
-11410,-62285,-263685,-106335,61396,36229,Spoofed
-11409,-62284,-263684,-106334,61397,36230,Spoofed
-11408,-62283,-263683,-106333,61398,36231,Spoofed
-11407,-62282,-263682,-106332,61399,36232,Spoofed
-11406,-62281,-263681,-106331,61400,36233,Spoofed
-11405,-62280,-263680,-106330,61401,36234,Spoofed
-11404,-62279,-263679,-106329,61402,36235,Spoofed
-11403,-62278,-263678,-106328,61403,36236,Spoofed
-11402,-62277,-263677,-106327,61404,36237,Spoofed
-11401,-62276,-263676,-106326,61405,36238,Spoofed
-11400,-62275,-263675,-106325,61406,36239,Spoofed
-11399,-62274,-263674,-106324,61407,36240,Spoofed
-11398,-62273,-263673,-106323,61408,36241,Spoofed
-11397,-62272,-263672,-106322,61409,36242,Spoofed
-11396,-62271,-263671,-106321,61410,36243,Spoofed
-11395,-62270,-263670,-106320,61411,36244,Spoofed
-11394,-62269,-263669,-106319,61412,36245,Spoofed
-11393,-62268,-263668,-106318,61413,36246,Spoofed
-11392,-62267,-263667,-106317,61414,36247,Spoofed
-11391,-62266,-263666,-106316,61415,36248,Spoofed
-11390,-62265,-263665,-106315,61416,36249,Spoofed
-11389,-62264,-263664,-106314,61417,36250,Spoofed
-11388,-62263,-263663,-106313,61418,36251,Spoofed
-11387,-62262,-263662,-106312,61419,36252,Spoofed
-11386,-62261,-263661,-106311,61420,36253,Spoofed
-11385,-62260,-263660,-106310,61421,36254,Spoofed
-11384,-62259,-263659,-106309,61422,36255,Spoofed
-11383,-62258,-263658,-106308,61423,36256,Spoofed
-11382,-62257,-263657,-106307,61424,36257,Spoofed
-11381,-62256,-263656,-106306,61425,36258,Spoofed
-11380,-62255,-263655,-106305,61426,36259,Spoofed
-11379,-62254,-263654,-106304,61427,36260,Spoofed
-11378,-62253,-263653,-106303,61428,36261,Spoofed
-11377,-62252,-263652,-106302,61429,36262,Spoofed
-11376,-62251,-263651,-106301,61430,36263,Spoofed
-11375,-62250,-263650,-106300,61431,36264,Spoofed
-11374,-62249,-263649,-106299,61432,36265,Spoofed
-11373,-62248,-263648,-106298,61433,36266,Spoofed
-11372,-62247,-263647,-106297,61434,36267,Spoofed
-11371,-62246,-263646,-106296,61435,36268,Spoofed
-11370,-62245,-263645,-106295,61436,36269,Spoofed
-11369,-62244,-263644,-106294,61437,36270,Spoofed
-11368,-62243,-263643,-106293,61438,36271,Spoofed
-11367,-62242,-263642,-106292,61439,36272,Spoofed
-11366,-62241,-263641,-106291,61440,36273,Spoofed
-11365,-62240,-263640,-106290,61441,36274,Spoofed
-11364,-62239,-263639,-106289,61442,36275,Spoofed
-11363,-62238,-263638,-106288,61443,36276,Spoofed
-11362,-62237,-263637,-106287,61444,36277,Spoofed
-11361,-62236,-263636,-106286,61445,36278,Spoofed
-11360,-62235,-263635,-106285,61446,36279,Spoofed
-11359,-62234,-263634,-106284,61447,36280,Spoofed
-11358,-62233,-263633,-106283,61448,36281,Spoofed
-11357,-62232,-263632,-106282,61449,36282,Spoofed
-11356,-62231,-263631,-106281,61450,36283,Spoofed
-11355,-62230,-263630,-106280,61451,36284,Spoofed
-11354,-62229,-263629,-106279,61452,36285,Spoofed
-11353,-62228,-263628,-106278,61453,36286,Spoofed
-11352,-62227,-263627,-106277,61454,36287,Spoofed
-11351,-62226,-263626,-106276,61455,36288,Spoofed
-11350,-62225,-263625,-106275,61456,36289,Spoofed
-11349,-62224,-263624,-106274,61457,36290,Spoofed
-11348,-62223,-263623,-106273,61458,36291,Spoofed
-11347,-62222,-263622,-106272,61459,36292,Spoofed
-11346,-62221,-263621,-106271,61460,36293,Spoofed
-11345,-62220,-263620,-106270,61461,36294,Spoofed
-11344,-62219,-263619,-106269,61462,36295,Spoofed
-11343,-62218,-263618,-106268,61463,36296,Spoofed
-11342,-62217,-263617,-106267,61464,36297,Spoofed
-11341,-62216,-263616,-106266,61465,36298,Spoofed
-11340,-62215,-263615,-106265,61466,36299,Spoofed
-11339,-62214,-263614,-106264,61467,36300,Spoofed
-11338,-62213,-263613,-106263,61468,36301,Spoofed
-11337,-62212,-263612,-106262,61469,36302,Spoofed
-11336,-62211,-263611,-106261,61470,36303,Spoofed
-11335,-62210,-263610,-106260,61471,36304,Spoofed
-11334,-62209,-263609,-106259,61472,36305,Spoofed
-11333,-62208,-263608,-106258,61473,36306,Spoofed
-11332,-62207,-263607,-106257,61474,36307,Spoofed
-11331,-62206,-263606,-106256,61475,36308,Spoofed
-11330,-62205,-263605,-106255,61476,36309,Spoofed
-11329,-62204,-263604,-106254,61477,36310,Spoofed
-11328,-62203,-263603,-106253,61478,36311,Spoofed
-11327,-62202,-263602,-106252,61479,36312,Spoofed
-11326,-62201,-263601,-106251,61480,36313,Spoofed
-11325,-62200,-263600,-106250,61481,36314,Spoofed
-11324,-62199,-263599,-106249,61482,36315,Spoofed
-11323,-62198,-263598,-106248,61483,36316,Spoofed
-11322,-62197,-263597,-106247,61484,36317,Spoofed
-11321,-62196,-263596,-106246,61485,36318,Spoofed
-11320,-62195,-263595,-106245,61486,36319,Spoofed
-11319,-62194,-263594,-106244,61487,36320,Spoofed
-11318,-62193,-263593,-106243,61488,36321,Spoofed
-11317,-62192,-263592,-106242,61489,36322,Spoofed
-11316,-62191,-263591,-106241,61490,36323,Spoofed
-11315,-62190,-263590,-106240,61491,36324,Spoofed
-11314,-62189,-263589,-106239,61492,36325,Spoofed
-11313,-62188,-263588,-106238,61493,36326,Spoofed
-11312,-62187,-263587,-106237,61494,36327,Spoofed
-11311,-62186,-263586,-106236,61495,36328,Spoofed
-11310,-62185,-263585,-106235,61496,36329,Spoofed
-11309,-62184,-263584,-106234,61497,36330,Spoofed
-11308,-62183,-263583,-106233,61498,36331,Spoofed
-11307,-62182,-263582,-106232,61499,36332,Spoofed
-11306,-62181,-263581,-106231,61500,36333,Spoofed
-11305,-62180,-263580,-106230,61501,36334,Spoofed
-11304,-62179,-263579,-106229,61502,36335,Spoofed
-11303,-62178,-263578,-106228,61503,36336,Spoofed
-11302,-62177,-263577,-106227,61504,36337,Spoofed
-11301,-62176,-263576,-106226,61505,36338,Spoofed
-11300,-62175,-263575,-106225,61506,36339,Spoofed
-11299,-62174,-263574,-106224,61507,36340,Spoofed
-11298,-62173,-263573,-106223,61508,36341,Spoofed
-11297,-62172,-263572,-106222,61509,36342,Spoofed
-11296,-62171,-263571,-106221,61510,36343,Spoofed
-11295,-62170,-263570,-106220,61511,36344,Spoofed
-11294,-62169,-263569,-106219,61512,36345,Spoofed
-11293,-62168,-263568,-106218,61513,36346,Spoofed
-11292,-62167,-263567,-106217,61514,36347,Spoofed
-11291,-62166,-263566,-106216,61515,36348,Spoofed
-11290,-62165,-263565,-106215,61516,36349,Spoofed
-11289,-62164,-263564,-106214,61517,36350,Spoofed
-11288,-62163,-263563,-106213,61518,36351,Spoofed
-11287,-62162,-263562,-106212,61519,36352,Spoofed
-11286,-62161,-263561,-106211,61520,36353,Spoofed
-11285,-62160,-263560,-106210,61521,36354,Spoofed
-11284,-62159,-263559,-106209,61522,36355,Spoofed
-11283,-62158,-263558,-106208,61523,36356,Spoofed
-11282,-62157,-263557,-106207,61524,36357,Spoofed
-11281,-62156,-263556,-106206,61525,36358,Spoofed
-11280,-62155,-263555,-106205,61526,36359,Spoofed
-11279,-62154,-263554,-106204,61527,36360,Spoofed
-11278,-62153,-263553,-106203,61528,36361,Spoofed
-11277,-62152,-263552,-106202,61529,36362,Spoofed
-11276,-62151,-263551,-106201,61530,36363,Spoofed
-11275,-62150,-263550,-106200,61531,36364,Spoofed
-11274,-62149,-263549,-106199,61532,36365,Spoofed
-11273,-62148,-263548,-106198,61533,36366,Spoofed
-11272,-62147,-263547,-106197,61534,36367,Spoofed
-11271,-62146,-263546,-106196,61535,36368,Spoofed
-11270,-62145,-263545,-106195,61536,36369,Spoofed
-11269,-62144,-263544,-106194,61537,36370,Spoofed
-11268,-62143,-263543,-106193,61538,36371,Spoofed
-11267,-62142,-263542,-106192,61539,36372,Spoofed
-11266,-62141,-263541,-106191,61540,36373,Spoofed
-11265,-62140,-263540,-106190,61541,36374,Spoofed
-11264,-62139,-263539,-106189,61542,36375,Spoofed
-11263,-62138,-263538,-106188,61543,36376,Spoofed
-11262,-62137,-263537,-106187,61544,36377,Spoofed
-11261,-62136,-263536,-106186,61545,36378,Spoofed
-11260,-62135,-263535,-106185,61546,36379,Spoofed
-11259,-62134,-263534,-106184,61547,36380,Spoofed
-11258,-62133,-263533,-106183,61548,36381,Spoofed
-11257,-62132,-263532,-106182,61549,36382,Spoofed
-11256,-62131,-263531,-106181,61550,36383,Spoofed
-11255,-62130,-263530,-106180,61551,36384,Spoofed
-11254,-62129,-263529,-106179,61552,36385,Spoofed
-11253,-62128,-263528,-106178,61553,36386,Spoofed
-11252,-62127,-263527,-106177,61554,36387,Spoofed
-11251,-62126,-263526,-106176,61555,36388,Spoofed
-11250,-62125,-263525,-106175,61556,36389,Spoofed
-11249,-62124,-263524,-106174,61557,36390,Spoofed
-11248,-62123,-263523,-106173,61558,36391,Spoofed
-11247,-62122,-263522,-106172,61559,36392,Spoofed
-11246,-62121,-263521,-106171,61560,36393,Spoofed
-11245,-62120,-263520,-106170,61561,36394,Spoofed
-11244,-62119,-263519,-106169,61562,36395,Spoofed
-11243,-62118,-263518,-106168,61563,36396,Spoofed
-11242,-62117,-263517,-106167,61564,36397,Spoofed
-11241,-62116,-263516,-106166,61565,36398,Spoofed
-11240,-62115,-263515,-106165,61566,36399,Spoofed
-11239,-62114,-263514,-106164,61567,36400,Spoofed
-11238,-62113,-263513,-106163,61568,36401,Spoofed
-11237,-62112,-263512,-106162,61569,36402,Spoofed
-11236,-62111,-263511,-106161,61570,36403,Spoofed
-11235,-62110,-263510,-106160,61571,36404,Spoofed
-11234,-62109,-263509,-106159,61572,36405,Spoofed
-11233,-62108,-263508,-106158,61573,36406,Spoofed
-11232,-62107,-263507,-106157,61574,36407,Spoofed
-11231,-62106,-263506,-106156,61575,36408,Spoofed
-11230,-62105,-263505,-106155,61576,36409,Spoofed
-11229,-62104,-263504,-106154,61577,36410,Spoofed
-11228,-62103,-263503,-106153,61578,36411,Spoofed
-11227,-62102,-263502,-106152,61579,36412,Spoofed
-11226,-62101,-263501,-106151,61580,36413,Spoofed
-11225,-62100,-263500,-106150,61581,36414,Spoofed
-11224,-62099,-263499,-106149,61582,36415,Spoofed
-11223,-62098,-263498,-106148,61583,36416,Spoofed
-11222,-62097,-263497,-106147,61584,36417,Spoofed
-11221,-62096,-263496,-106146,61585,36418,Spoofed
-11220,-62095,-263495,-106145,61586,36419,Spoofed
-11219,-62094,-263494,-106144,61587,36420,Spoofed
-11218,-62093,-263493,-106143,61588,36421,Spoofed
-11217,-62092,-263492,-106142,61589,36422,Spoofed
-11216,-62091,-263491,-106141,61590,36423,Spoofed
-11215,-62090,-263490,-106140,61591,36424,Spoofed
-11214,-62089,-263489,-106139,61592,36425,Spoofed
-11213,-62088,-263488,-106138,61593,36426,Spoofed
-11212,-62087,-263487,-106137,61594,36427,Spoofed
-11211,-62086,-263486,-106136,61595,36428,Spoofed
-11210,-62085,-263485,-106135,61596,36429,Spoofed
-11209,-62084,-263484,-106134,61597,36430,Spoofed
-11208,-62083,-263483,-106133,61598,36431,Spoofed
-11207,-62082,-263482,-106132,61599,36432,Spoofed
-11206,-62081,-263481,-106131,61600,36433,Spoofed
-11205,-62080,-263480,-106130,61601,36434,Spoofed
-11204,-62079,-263479,-106129,61602,36435,Spoofed
-11203,-62078,-263478,-106128,61603,36436,Spoofed
-11202,-62077,-263477,-106127,61604,36437,Spoofed
-11201,-62076,-263476,-106126,61605,36438,Spoofed
-11200,-62075,-263475,-106125,61606,36439,Spoofed
-11199,-62074,-263474,-106124,61607,36440,Spoofed
-11198,-62073,-263473,-106123,61608,36441,Spoofed
-11197,-62072,-263472,-106122,61609,36442,Spoofed
-11196,-62071,-263471,-106121,61610,36443,Spoofed
-11195,-62070,-263470,-106120,61611,36444,Spoofed
-11194,-62069,-263469,-106119,61612,36445,Spoofed
-11193,-62068,-263468,-106118,61613,36446,Spoofed
-11192,-62067,-263467,-106117,61614,36447,Spoofed
-11191,-62066,-263466,-106116,61615,36448,Spoofed
-11190,-62065,-263465,-106115,61616,36449,Spoofed
-11189,-62064,-263464,-106114,61617,36450,Spoofed
-11188,-62063,-263463,-106113,61618,36451,Spoofed
-11187,-62062,-263462,-106112,61619,36452,Spoofed
-11186,-62061,-263461,-106111,61620,36453,Spoofed
-11185,-62060,-263460,-106110,61621,36454,Spoofed
-11184,-62059,-263459,-106109,61622,36455,Spoofed
-11183,-62058,-263458,-106108,61623,36456,Spoofed
-11182,-62057,-263457,-106107,61624,36457,Spoofed
-11181,-62056,-263456,-106106,61625,36458,Spoofed
-11180,-62055,-263455,-106105,61626,36459,Spoofed
-11179,-62054,-263454,-106104,61627,36460,Spoofed
-11178,-62053,-263453,-106103,61628,36461,Spoofed
-11177,-62052,-263452,-106102,61629,36462,Spoofed
-11176,-62051,-263451,-106101,61630,36463,Spoofed
-11175,-62050,-263450,-106100,61631,36464,Spoofed
-11174,-62049,-263449,-106099,61632,36465,Spoofed
-11173,-62048,-263448,-106098,61633,36466,Spoofed
-11172,-62047,-263447,-106097,61634,36467,Spoofed
-11171,-62046,-263446,-106096,61635,36468,Spoofed
-11170,-62045,-263445,-106095,61636,36469,Spoofed
-11169,-62044,-263444,-106094,61637,36470,Spoofed
-11168,-62043,-263443,-106093,61638,36471,Spoofed
-11167,-62042,-263442,-106092,61639,36472,Spoofed
-11166,-62041,-263441,-106091,61640,36473,Spoofed
-11165,-62040,-263440,-106090,61641,36474,Spoofed
-11164,-62039,-263439,-106089,61642,36475,Spoofed
-11163,-62038,-263438,-106088,61643,36476,Spoofed
-11162,-62037,-263437,-106087,61644,36477,Spoofed
-11161,-62036,-263436,-106086,61645,36478,Spoofed
-11160,-62035,-263435,-106085,61646,36479,Spoofed
-11159,-62034,-263434,-106084,61647,36480,Spoofed
-11158,-62033,-263433,-106083,61648,36481,Spoofed
-11157,-62032,-263432,-106082,61649,36482,Spoofed
-11156,-62031,-263431,-106081,61650,36483,Spoofed
-11155,-62030,-263430,-106080,61651,36484,Spoofed
-11154,-62029,-263429,-106079,61652,36485,Spoofed
-11153,-62028,-263428,-106078,61653,36486,Spoofed
-11152,-62027,-263427,-106077,61654,36487,Spoofed
-11151,-62026,-263426,-106076,61655,36488,Spoofed
-11150,-62025,-263425,-106075,61656,36489,Spoofed
-11149,-62024,-263424,-106074,61657,36490,Spoofed
-11148,-62023,-263423,-106073,61658,36491,Spoofed
-11147,-62022,-263422,-106072,61659,36492,Spoofed
-11146,-62021,-263421,-106071,61660,36493,Spoofed
-11145,-62020,-263420,-106070,61661,36494,Spoofed
-11144,-62019,-263419,-106069,61662,36495,Spoofed
-11143,-62018,-263418,-106068,61663,36496,Spoofed
-11142,-62017,-263417,-106067,61664,36497,Spoofed
-11141,-62016,-263416,-106066,61665,36498,Spoofed
-11140,-62015,-263415,-106065,61666,36499,Spoofed
-11139,-62014,-263414,-106064,61667,36500,Spoofed
-11138,-62013,-263413,-106063,61668,36501,Spoofed
-11137,-62012,-263412,-106062,61669,36502,Spoofed
-11136,-62011,-263411,-106061,61670,36503,Spoofed
-11135,-62010,-263410,-106060,61671,36504,Spoofed
-11134,-62009,-263409,-106059,61672,36505,Spoofed
-11133,-62008,-263408,-106058,61673,36506,Spoofed
-11132,-62007,-263407,-106057,61674,36507,Spoofed
-11131,-62006,-263406,-106056,61675,36508,Spoofed
-11130,-62005,-263405,-106055,61676,36509,Spoofed
-11129,-62004,-263404,-106054,61677,36510,Spoofed
-11128,-62003,-263403,-106053,61678,36511,Spoofed
-11127,-62002,-263402,-106052,61679,36512,Spoofed
-11126,-62001,-263401,-106051,61680,36513,Spoofed
-11125,-62000,-263400,-106050,61681,36514,Spoofed
-11124,-61999,-263399,-106049,61682,36515,Spoofed
-11123,-61998,-263398,-106048,61683,36516,Spoofed
-11122,-61997,-263397,-106047,61684,36517,Spoofed
-11121,-61996,-263396,-106046,61685,36518,Spoofed
-11120,-61995,-263395,-106045,61686,36519,Spoofed
-11119,-61994,-263394,-106044,61687,36520,Spoofed
-11118,-61993,-263393,-106043,61688,36521,Spoofed
-11117,-61992,-263392,-106042,61689,36522,Spoofed
-11116,-61991,-263391,-106041,61690,36523,Spoofed
-11115,-61990,-263390,-106040,61691,36524,Spoofed
-11114,-61989,-263389,-106039,61692,36525,Spoofed
-11113,-61988,-263388,-106038,61693,36526,Spoofed
-11112,-61987,-263387,-106037,61694,36527,Spoofed
-11111,-61986,-263386,-106036,61695,36528,Spoofed
-11110,-61985,-263385,-106035,61696,36529,Spoofed
-11109,-61984,-263384,-106034,61697,36530,Spoofed
-11108,-61983,-263383,-106033,61698,36531,Spoofed
-11107,-61982,-263382,-106032,61699,36532,Spoofed
-11106,-61981,-263381,-106031,61700,36533,Spoofed
-11105,-61980,-263380,-106030,61701,36534,Spoofed
-11104,-61979,-263379,-106029,61702,36535,Spoofed
-11103,-61978,-263378,-106028,61703,36536,Spoofed
-11102,-61977,-263377,-106027,61704,36537,Spoofed
-11101,-61976,-263376,-106026,61705,36538,Spoofed
-11100,-61975,-263375,-106025,61706,36539,Spoofed
-11099,-61974,-263374,-106024,61707,36540,Spoofed
-11098,-61973,-263373,-106023,61708,36541,Spoofed
-11097,-61972,-263372,-106022,61709,36542,Spoofed
-11096,-61971,-263371,-106021,61710,36543,Spoofed
-11095,-61970,-263370,-106020,61711,36544,Spoofed
-11094,-61969,-263369,-106019,61712,36545,Spoofed
-11093,-61968,-263368,-106018,61713,36546,Spoofed
-11092,-61967,-263367,-106017,61714,36547,Spoofed
-11091,-61966,-263366,-106016,61715,36548,Spoofed
-11090,-61965,-263365,-106015,61716,36549,Spoofed
-11089,-61964,-263364,-106014,61717,36550,Spoofed
-11088,-61963,-263363,-106013,61718,36551,Spoofed
-11087,-61962,-263362,-106012,61719,36552,Spoofed
-11086,-61961,-263361,-106011,61720,36553,Spoofed
-11085,-61960,-263360,-106010,61721,36554,Spoofed
-11084,-61959,-263359,-106009,61722,36555,Spoofed
-11083,-61958,-263358,-106008,61723,36556,Spoofed
-11082,-61957,-263357,-106007,61724,36557,Spoofed
-11081,-61956,-263356,-106006,61725,36558,Spoofed
-11080,-61955,-263355,-106005,61726,36559,Spoofed
-11079,-61954,-263354,-106004,61727,36560,Spoofed
-11078,-61953,-263353,-106003,61728,36561,Spoofed
-11077,-61952,-263352,-106002,61729,36562,Spoofed
-11076,-61951,-263351,-106001,61730,36563,Spoofed
-11075,-61950,-263350,-106000,61731,36564,Spoofed
-11074,-61949,-263349,-105999,61732,36565,Spoofed
-11073,-61948,-263348,-105998,61733,36566,Spoofed
-11072,-61947,-263347,-105997,61734,36567,Spoofed
-11071,-61946,-263346,-105996,61735,36568,Spoofed
-11070,-61945,-263345,-105995,61736,36569,Spoofed
-11069,-61944,-263344,-105994,61737,36570,Spoofed
-11068,-61943,-263343,-105993,61738,36571,Spoofed
-11067,-61942,-263342,-105992,61739,36572,Spoofed
-11066,-61941,-263341,-105991,61740,36573,Spoofed
-11065,-61940,-263340,-105990,61741,36574,Spoofed
-11064,-61939,-263339,-105989,61742,36575,Spoofed
-11063,-61938,-263338,-105988,61743,36576,Spoofed
-11062,-61937,-263337,-105987,61744,36577,Spoofed
-11061,-61936,-263336,-105986,61745,36578,Spoofed
-11060,-61935,-263335,-105985,61746,36579,Spoofed
-11059,-61934,-263334,-105984,61747,36580,Spoofed
-11058,-61933,-263333,-105983,61748,36581,Spoofed
-11057,-61932,-263332,-105982,61749,36582,Spoofed
-11056,-61931,-263331,-105981,61750,36583,Spoofed
-11055,-61930,-263330,-105980,61751,36584,Spoofed
-11054,-61929,-263329,-105979,61752,36585,Spoofed
-11053,-61928,-263328,-105978,61753,36586,Spoofed
-11052,-61927,-263327,-105977,61754,36587,Spoofed
-11051,-61926,-263326,-105976,61755,36588,Spoofed
-11050,-61925,-263325,-105975,61756,36589,Spoofed
-11049,-61924,-263324,-105974,61757,36590,Spoofed
-11048,-61923,-263323,-105973,61758,36591,Spoofed
-11047,-61922,-263322,-105972,61759,36592,Spoofed
-11046,-61921,-263321,-105971,61760,36593,Spoofed
-11045,-61920,-263320,-105970,61761,36594,Spoofed
-11044,-61919,-263319,-105969,61762,36595,Spoofed
-11043,-61918,-263318,-105968,61763,36596,Spoofed
-11042,-61917,-263317,-105967,61764,36597,Spoofed
-11041,-61916,-263316,-105966,61765,36598,Spoofed
-11040,-61915,-263315,-105965,61766,36599,Spoofed
-11039,-61914,-263314,-105964,61767,36600,Spoofed
-11038,-61913,-263313,-105963,61768,36601,Spoofed
-11037,-61912,-263312,-105962,61769,36602,Spoofed
-11036,-61911,-263311,-105961,61770,36603,Spoofed
-11035,-61910,-263310,-105960,61771,36604,Spoofed
-11034,-61909,-263309,-105959,61772,36605,Spoofed
-11033,-61908,-263308,-105958,61773,36606,Spoofed
-11032,-61907,-263307,-105957,61774,36607,Spoofed
-11031,-61906,-263306,-105956,61775,36608,Spoofed
-11030,-61905,-263305,-105955,61776,36609,Spoofed
-11029,-61904,-263304,-105954,61777,36610,Spoofed
-11028,-61903,-263303,-105953,61778,36611,Spoofed
-11027,-61902,-263302,-105952,61779,36612,Spoofed
-11026,-61901,-263301,-105951,61780,36613,Spoofed
-11025,-61900,-263300,-105950,61781,36614,Spoofed
-11024,-61899,-263299,-105949,61782,36615,Spoofed
-11023,-61898,-263298,-105948,61783,36616,Spoofed
-11022,-61897,-263297,-105947,61784,36617,Spoofed
-11021,-61896,-263296,-105946,61785,36618,Spoofed
-11020,-61895,-263295,-105945,61786,36619,Spoofed
-11019,-61894,-263294,-105944,61787,36620,Spoofed
-11018,-61893,-263293,-105943,61788,36621,Spoofed
-11017,-61892,-263292,-105942,61789,36622,Spoofed
-11016,-61891,-263291,-105941,61790,36623,Spoofed
-11015,-61890,-263290,-105940,61791,36624,Spoofed
-11014,-61889,-263289,-105939,61792,36625,Spoofed
-11013,-61888,-263288,-105938,61793,36626,Spoofed
-11012,-61887,-263287,-105937,61794,36627,Spoofed
-11011,-61886,-263286,-105936,61795,36628,Spoofed
-11010,-61885,-263285,-105935,61796,36629,Spoofed
-11009,-61884,-263284,-105934,61797,36630,Spoofed
-11008,-61883,-263283,-105933,61798,36631,Spoofed
-11007,-61882,-263282,-105932,61799,36632,Spoofed
-11006,-61881,-263281,-105931,61800,36633,Spoofed
-11005,-61880,-263280,-105930,61801,36634,Spoofed
-11004,-61879,-263279,-105929,61802,36635,Spoofed
-11003,-61878,-263278,-105928,61803,36636,Spoofed
-11002,-61877,-263277,-105927,61804,36637,Spoofed
-11001,-61876,-263276,-105926,61805,36638,Spoofed
-11000,-61875,-263275,-105925,61806,36639,Spoofed
-10999,-61874,-263274,-105924,61807,36640,Spoofed
-10998,-61873,-263273,-105923,61808,36641,Spoofed
-10997,-61872,-263272,-105922,61809,36642,Spoofed
-10996,-61871,-263271,-105921,61810,36643,Spoofed
-10995,-61870,-263270,-105920,61811,36644,Spoofed
-10994,-61869,-263269,-105919,61812,36645,Spoofed
-10993,-61868,-263268,-105918,61813,36646,Spoofed
-10992,-61867,-263267,-105917,61814,36647,Spoofed
-10991,-61866,-263266,-105916,61815,36648,Spoofed
-10990,-61865,-263265,-105915,61816,36649,Spoofed
-10989,-61864,-263264,-105914,61817,36650,Spoofed
-10988,-61863,-263263,-105913,61818,36651,Spoofed
-10987,-61862,-263262,-105912,61819,36652,Spoofed
-10986,-61861,-263261,-105911,61820,36653,Spoofed
-10985,-61860,-263260,-105910,61821,36654,Spoofed
-10984,-61859,-263259,-105909,61822,36655,Spoofed
-10983,-61858,-263258,-105908,61823,36656,Spoofed
-10982,-61857,-263257,-105907,61824,36657,Spoofed
-10981,-61856,-263256,-105906,61825,36658,Spoofed
-10980,-61855,-263255,-105905,61826,36659,Spoofed
-10979,-61854,-263254,-105904,61827,36660,Spoofed
-10978,-61853,-263253,-105903,61828,36661,Spoofed
-10977,-61852,-263252,-105902,61829,36662,Spoofed
-10976,-61851,-263251,-105901,61830,36663,Spoofed
-10975,-61850,-263250,-105900,61831,36664,Spoofed
-10974,-61849,-263249,-105899,61832,36665,Spoofed
-10973,-61848,-263248,-105898,61833,36666,Spoofed
-10972,-61847,-263247,-105897,61834,36667,Spoofed
-10971,-61846,-263246,-105896,61835,36668,Spoofed
-10970,-61845,-263245,-105895,61836,36669,Spoofed
-10969,-61844,-263244,-105894,61837,36670,Spoofed
-10968,-61843,-263243,-105893,61838,36671,Spoofed
-10967,-61842,-263242,-105892,61839,36672,Spoofed
-10966,-61841,-263241,-105891,61840,36673,Spoofed
-10965,-61840,-263240,-105890,61841,36674,Spoofed
-10964,-61839,-263239,-105889,61842,36675,Spoofed
-10963,-61838,-263238,-105888,61843,36676,Spoofed
-10962,-61837,-263237,-105887,61844,36677,Spoofed
-10961,-61836,-263236,-105886,61845,36678,Spoofed
-10960,-61835,-263235,-105885,61846,36679,Spoofed
-10959,-61834,-263234,-105884,61847,36680,Spoofed
-10958,-61833,-263233,-105883,61848,36681,Spoofed
-10957,-61832,-263232,-105882,61849,36682,Spoofed
-10956,-61831,-263231,-105881,61850,36683,Spoofed
-10955,-61830,-263230,-105880,61851,36684,Spoofed
-10954,-61829,-263229,-105879,61852,36685,Spoofed
-10953,-61828,-263228,-105878,61853,36686,Spoofed
-10952,-61827,-263227,-105877,61854,36687,Spoofed
-10951,-61826,-263226,-105876,61855,36688,Spoofed
-10950,-61825,-263225,-105875,61856,36689,Spoofed
-10949,-61824,-263224,-105874,61857,36690,Spoofed
-10948,-61823,-263223,-105873,61858,36691,Spoofed
-10947,-61822,-263222,-105872,61859,36692,Spoofed
-10946,-61821,-263221,-105871,61860,36693,Spoofed
-10945,-61820,-263220,-105870,61861,36694,Spoofed
-10944,-61819,-263219,-105869,61862,36695,Spoofed
-10943,-61818,-263218,-105868,61863,36696,Spoofed
-10942,-61817,-263217,-105867,61864,36697,Spoofed
-10941,-61816,-263216,-105866,61865,36698,Spoofed
-10940,-61815,-263215,-105865,61866,36699,Spoofed
-10939,-61814,-263214,-105864,61867,36700,Spoofed
-10938,-61813,-263213,-105863,61868,36701,Spoofed
-10937,-61812,-263212,-105862,61869,36702,Spoofed
-10936,-61811,-263211,-105861,61870,36703,Spoofed
-10935,-61810,-263210,-105860,61871,36704,Spoofed
-10934,-61809,-263209,-105859,61872,36705,Spoofed
-10933,-61808,-263208,-105858,61873,36706,Spoofed
-10932,-61807,-263207,-105857,61874,36707,Spoofed
-10931,-61806,-263206,-105856,61875,36708,Spoofed
-10930,-61805,-263205,-105855,61876,36709,Spoofed
-10929,-61804,-263204,-105854,61877,36710,Spoofed
-10928,-61803,-263203,-105853,61878,36711,Spoofed
-10927,-61802,-263202,-105852,61879,36712,Spoofed
-10926,-61801,-263201,-105851,61880,36713,Spoofed
-10925,-61800,-263200,-105850,61881,36714,Spoofed
-10924,-61799,-263199,-105849,61882,36715,Spoofed
